ORDER_ID,CUSTOMER_ID,RESTAURANT_ID,COUPON_ID,ORDER_TIMESTAMP,DELIVERY_FEE,SUB_TOTAL_AMOUNT,DISCOUNT_AMOUNT,COMMISSION_REVENUE,PAYMENT_PROCESSING_FEE,TOTAL_AMOUNT,ORDER_RATING
O0005855,C06904,R0321,,2025-05-17,95.62,1834.40,0.00,625.53,48.25,1930.02,4.63
O0005856,C04632,R0094,,2025-02-25,39.98,4432.51,0.00,975.15,111.81,4472.49,1.44
O0005857,C04472,R0214,,2025-05-13,124.35,3079.13,0.00,791.34,80.09,3203.48,3.91
O0005858,C08559,R0540,,2025-08-09,132.87,3949.07,0.00,817.46,102.05,4081.94,3.42
O0005859,C05026,R0346,,2025-04-07,101.02,3989.87,0.00,809.94,102.27,4090.89,2.72
O0005860,C04713,R0657,,2024-11-20,109.78,2378.26,0.00,658.78,62.20,2488.04,3.44
O0005861,C04532,R0894,,2025-06-18,140.04,3255.59,0.00,1103.65,84.89,3395.63,
O0005862,C04236,R0413,,2025-02-25,53.16,5722.61,0.00,1774.01,144.39,5775.77,
O0005863,C08452,R0275,,2025-09-08,131.55,4409.08,0.00,1212.50,113.52,4540.63,2.65
O0005864,C08723,R0244,,2025-10-02,135.13,2573.06,0.00,527.48,67.70,2708.19,1.91
O0005865,C04296,R0207,,2025-02-09,38.41,3856.35,0.00,1137.62,97.37,3894.76,
O0005866,C01833,R0649,,2024-12-12,60.22,2461.79,0.00,551.44,63.05,2522.01,3.58
O0005867,C09421,R0833,,2025-09-17,115.65,1066.03,0.00,289.96,29.54,1181.68,2.57
O0005868,C01097,R0035,,2024-12-28,114.31,1472.55,0.00,410.84,39.67,1586.86,1.02
O0005869,C07451,R0634,,2025-06-04,81.56,1210.38,0.00,323.17,32.30,1291.94,2.04
O0005870,C07249,R0080,,2025-01-26,93.86,4879.11,0.00,1263.69,124.32,4972.97,1.40
O0005871,C08713,R0721,,2025-09-24,78.32,1801.81,0.00,490.09,47.00,1880.13,2.34
O0005872,C08261,R0838,,2025-09-01,72.59,1162.72,0.00,377.88,30.88,1235.31,3.92
O0005873,C08860,R0128,,2025-01-25,99.26,5684.42,0.00,1199.41,144.59,5783.68,2.50
O0005874,C09371,R0958,,2025-10-09,134.92,1255.03,0.00,306.23,34.75,1389.95,
O0005875,C04210,R0988,,2025-02-05,88.05,5727.38,0.00,1832.76,145.39,5815.43,2.48
O0005876,C08724,R0617,,2025-04-30,96.77,1397.46,0.00,371.72,37.36,1494.23,
O0005877,C03517,R0350,,2025-10-18,99.83,5777.03,0.00,1450.03,146.92,5876.86,2.84
O0005878,C01074,R0058,CP026,2024-12-30,98.28,3911.12,782.22,1016.89,80.68,3227.18,2.28
O0005879,C04277,R0483,CP008,2025-10-26,130.45,2845.25,569.05,936.09,60.17,2406.65,
O0005880,C04964,R0709,,2024-12-09,131.80,4401.12,0.00,1417.16,113.32,4532.92,3.17
O0005881,C08088,R0287,CP039,2025-07-29,31.61,4552.55,455.26,1133.58,103.22,4128.90,4.44
O0005882,C04702,R0838,CP070,2025-05-30,31.90,1352.63,270.53,439.60,27.85,1114.00,1.16
O0005883,C03231,R0718,,2025-05-16,44.25,1061.16,0.00,263.17,27.64,1105.41,1.56
O0005884,C07705,R0728,CP015,2025-03-21,58.97,3147.22,472.08,745.89,68.35,2734.11,3.72
O0005885,C05307,R0437,,2025-04-10,67.09,4682.25,0.00,1573.24,118.73,4749.34,2.57
O0005886,C00856,R0530,CP040,2025-08-16,91.43,4985.73,2492.86,1311.25,64.61,2584.30,2.59
O0005887,C06727,R0917,CP056,2025-04-05,59.65,3661.88,549.28,1036.31,79.31,3172.25,2.26
O0005888,C00618,R0816,,2025-04-12,101.96,1210.89,0.00,261.55,32.82,1312.85,2.63
O0005889,C09264,R0619,,2025-06-09,113.10,3807.32,0.00,1328.75,98.01,3920.42,1.43
O0005890,C02078,R0954,CP050,2025-03-09,137.65,7191.66,1797.92,2215.03,138.28,5531.39,
O0005891,C04470,R0846,,2025-02-25,46.03,4190.08,0.00,1353.40,105.90,4236.11,2.99
O0005892,C01132,R0555,,2024-12-02,129.72,2332.86,0.00,541.22,61.56,2462.58,4.18
O0005893,C00410,R0933,,2025-02-03,30.89,1752.67,0.00,501.26,44.59,1783.56,1.41
O0005894,C01115,R0979,,2025-01-03,100.78,552.86,0.00,113.89,16.34,653.64,
O0005895,C01252,R0866,,2025-06-30,37.24,3701.03,0.00,840.13,93.46,3738.27,2.03
O0005896,C01521,R0472,,2025-05-06,122.75,179.14,0.00,40.84,7.55,301.89,3.47
O0005897,C08597,R0569,,2025-10-27,97.37,593.25,0.00,166.70,17.27,690.62,2.87
O0005898,C07188,R0610,,2025-07-16,64.33,4699.43,0.00,1179.56,119.09,4763.76,
O0005899,C00617,R0651,,2024-11-26,81.26,1715.95,0.00,353.49,44.93,1797.21,
O0005900,C06430,R0031,,2025-08-28,46.90,4308.88,0.00,973.81,108.89,4355.78,
O0005901,C01650,R0848,,2025-03-02,145.68,4509.95,0.00,1141.02,116.39,4655.63,1.89
O0005902,C04426,R0405,,2025-10-26,86.93,1404.90,0.00,354.03,37.30,1491.83,4.43
O0005903,C01870,R0541,CP077,2025-10-12,145.19,1563.10,234.46,511.13,36.85,1473.83,3.35
O0005904,C03138,R0039,,2024-11-23,78.07,2202.76,0.00,656.42,57.02,2280.83,4.25
O0005905,C00066,R0175,CP014,2025-04-19,30.46,4956.16,743.42,1704.92,106.08,4243.20,
O0005906,C01703,R0888,CP074,2025-04-07,138.65,3632.56,1089.77,1071.61,67.04,2681.44,4.72
O0005907,C06316,R0288,,2025-09-13,129.39,3432.97,0.00,1074.52,89.06,3562.36,3.89
O0005908,C08025,R0426,CP028,2025-04-17,135.59,887.78,443.89,195.31,14.49,579.48,
O0005909,C01476,R0789,,2024-12-30,121.33,1215.75,0.00,320.96,33.43,1337.08,1.30
O0005910,C02240,R0669,,2025-04-10,44.21,4312.82,0.00,1168.77,108.93,4357.03,1.82
O0005911,C04999,R0955,,2025-05-03,109.75,2299.29,0.00,618.51,60.23,2409.04,1.75
O0005912,C08223,R0380,,2024-11-12,141.47,1295.62,0.00,378.32,35.93,1437.09,4.82
O0005913,C03464,R0932,,2025-03-10,108.66,4390.84,0.00,1444.59,112.49,4499.50,2.49
O0005914,C00419,R0449,,2025-03-24,124.54,3236.85,0.00,721.82,84.03,3361.39,1.27
O0005915,C07410,R0660,,2024-12-16,95.58,661.89,0.00,140.98,18.94,757.47,3.74
O0005916,C00262,R0126,,2025-02-28,99.23,1151.34,0.00,352.31,31.26,1250.57,
O0005917,C09965,R0535,,2025-01-31,149.88,1094.94,0.00,324.10,31.12,1244.82,
O0005918,C00104,R0510,,2025-05-08,50.22,4659.66,0.00,1463.13,117.75,4709.88,
O0005919,C06485,R0867,,2025-10-08,58.79,1175.64,0.00,411.47,30.86,1234.43,1.23
O0005920,C08124,R0714,,2025-05-11,65.27,2341.07,0.00,479.92,60.16,2406.34,
O0005921,C09333,R0881,CP047,2025-10-27,87.99,4447.67,667.15,1085.23,96.71,3868.51,3.77
O0005922,C03833,R0493,,2025-04-03,87.55,3682.40,0.00,1126.81,94.25,3769.95,3.87
O0005923,C05758,R0080,,2025-06-17,69.34,6113.87,0.00,1583.49,154.58,6183.21,1.01
O0005924,C07126,R0258,CP015,2025-01-23,107.37,5468.66,820.30,1268.73,118.89,4755.73,
O0005925,C08394,R0443,,2025-04-07,70.11,4964.82,0.00,1226.31,125.87,5034.93,3.21
O0005926,C07682,R0793,,2025-04-17,87.10,630.39,0.00,213.70,17.94,717.49,
O0005927,C03093,R0683,,2025-09-26,71.95,3312.66,0.00,785.10,84.62,3384.61,4.50
O0005928,C04583,R0542,CP022,2025-01-31,149.15,4177.04,417.70,1328.30,97.71,3908.49,
O0005929,C05829,R0515,,2025-02-20,71.93,4667.99,0.00,1423.74,118.50,4739.92,1.85
O0005930,C05496,R0233,CP042,2025-02-03,139.48,4093.77,1228.13,1031.63,75.13,3005.12,2.24
O0005931,C05143,R0877,,2025-06-26,48.90,819.22,0.00,201.53,21.70,868.12,3.10
O0005932,C02937,R0522,,2025-09-09,119.53,3968.32,0.00,1357.17,102.20,4087.85,2.73
O0005933,C01937,R0943,,2025-01-04,53.31,2941.82,0.00,750.16,74.88,2995.13,3.90
O0005934,C01566,R0186,,2025-03-11,105.14,3768.77,0.00,859.28,96.85,3873.91,
O0005935,C03345,R0272,,2025-01-01,54.98,3091.39,0.00,927.42,78.66,3146.37,2.32
O0005936,C08707,R0901,,2025-06-21,105.26,1373.67,0.00,322.81,36.97,1478.93,2.60
O0005937,C02864,R0541,CP066,2025-03-08,40.74,1205.35,301.34,394.15,23.62,944.75,3.13
O0005938,C06927,R0988,CP076,2025-06-19,125.46,1840.99,920.50,589.12,26.15,1045.95,1.29
O0005939,C09798,R0262,,2025-03-27,102.68,1630.12,0.00,337.43,43.32,1732.80,4.70
O0005940,C05683,R0653,,2025-09-28,127.78,1559.85,0.00,349.41,42.19,1687.63,
O0005941,C01255,R0042,,2024-12-03,58.86,631.88,0.00,212.94,17.27,690.74,2.58
O0005942,C04200,R0582,CP054,2024-12-10,130.89,3402.76,1701.38,762.22,45.81,1832.27,4.62
O0005943,C08091,R0036,,2024-12-02,57.86,1595.04,0.00,401.95,41.32,1652.90,
O0005944,C08996,R0812,,2024-12-02,111.43,3162.22,0.00,954.99,81.84,3273.65,3.05
O0005945,C02281,R0331,CP069,2025-09-06,135.27,3161.52,1580.76,670.24,42.90,1716.03,3.99
O0005946,C03007,R0155,,2025-08-14,37.85,1876.62,0.00,429.75,47.86,1914.47,3.65
O0005947,C07120,R0671,,2024-11-04,42.32,5734.41,0.00,1169.82,144.42,5776.73,
O0005948,C05002,R0138,,2024-12-29,130.89,2645.01,0.00,589.84,69.40,2775.90,2.20
O0005949,C00704,R0420,,2025-05-29,75.49,4301.46,0.00,972.13,109.42,4376.95,3.15
O0005950,C00051,R0859,,2025-04-16,36.64,3505.93,0.00,767.80,88.56,3542.57,
O0005951,C06243,R0424,,2025-05-11,94.78,1437.22,0.00,307.57,38.30,1532.00,1.58
O0005952,C08748,R0515,,2025-10-15,88.64,4345.09,0.00,1325.25,110.84,4433.73,1.01
O0005953,C08763,R0829,,2024-12-06,80.19,940.08,0.00,285.78,25.51,1020.27,4.13
O0005954,C04653,R0717,,2025-10-29,110.30,2651.74,0.00,578.08,69.05,2762.04,2.31
O0005955,C01674,R0562,,2025-09-05,149.21,1933.41,0.00,448.55,52.07,2082.62,1.96
O0005956,C03406,R0099,,2025-09-10,123.11,6440.98,0.00,2138.41,164.10,6564.09,
O0005957,C00776,R0184,,2025-07-29,89.98,3075.46,0.00,845.75,79.14,3165.44,1.79
O0005958,C05041,R0479,CP067,2025-07-10,109.68,2333.40,700.02,786.36,43.58,1743.06,4.71
O0005959,C07889,R0842,,2024-12-29,88.76,5363.37,0.00,1485.65,136.30,5452.13,
O0005960,C09253,R0727,,2024-11-20,89.56,4178.14,0.00,835.63,106.69,4267.70,1.83
O0005961,C06360,R0986,,2024-11-01,57.81,3844.02,0.00,1306.97,97.55,3901.83,
O0005962,C02268,R0570,,2025-05-02,40.87,3765.41,0.00,817.09,95.16,3806.28,
O0005963,C00720,R0696,CP029,2025-01-08,66.38,3416.41,341.64,823.35,78.53,3141.15,2.59
O0005964,C07322,R0737,CP004,2024-11-13,50.63,4134.29,2067.14,1236.15,52.94,2117.78,
O0005965,C09091,R0073,,2024-12-22,38.34,3349.76,0.00,730.25,84.70,3388.10,4.84
O0005966,C08708,R0625,CP042,2025-02-22,39.51,1130.88,339.26,379.98,20.78,831.13,2.62
O0005967,C00339,R0901,,2025-09-24,91.84,4924.87,0.00,1157.34,125.42,5016.71,3.92
O0005968,C02169,R0248,,2025-03-23,32.19,2194.88,0.00,684.80,55.68,2227.07,1.19
O0005969,C03873,R0800,,2025-07-22,72.65,1561.84,0.00,532.59,40.86,1634.49,3.55
O0005970,C03268,R0117,,2025-07-25,96.06,4470.57,0.00,965.64,114.17,4566.63,3.86
O0005971,C03437,R0882,CP060,2025-10-23,93.24,2360.32,708.10,819.03,43.64,1745.46,2.06
O0005972,C04129,R0812,,2025-09-18,105.42,639.99,0.00,193.28,18.64,745.41,1.71
O0005973,C06353,R0289,,2025-07-30,89.13,5895.12,0.00,1249.77,149.61,5984.25,
O0005974,C09848,R0290,,2025-03-19,64.67,2027.49,0.00,620.41,52.30,2092.16,4.71
O0005975,C08817,R0453,,2025-07-17,36.72,1302.81,0.00,418.20,33.49,1339.53,1.95
O0005976,C07890,R0046,,2025-06-11,121.61,1503.84,0.00,378.97,40.64,1625.45,4.96
O0005977,C04752,R0152,,2024-12-04,89.37,5353.31,0.00,1493.57,136.07,5442.68,2.57
O0005978,C03955,R0151,,2024-11-16,36.36,4103.13,0.00,1095.54,103.49,4139.49,1.46
O0005979,C03995,R0640,,2025-01-04,70.02,5972.46,0.00,2012.72,151.06,6042.48,1.51
O0005980,C08744,R0869,CP059,2025-10-13,92.56,211.27,0.00,47.96,7.60,303.83,2.36
O0005981,C09641,R0378,,2025-03-01,105.57,2656.99,0.00,600.48,69.06,2762.56,1.60
O0005982,C03968,R0475,,2025-03-09,57.38,2088.03,0.00,645.20,53.64,2145.41,1.29
O0005983,C07164,R0745,,2024-12-09,51.31,595.78,0.00,178.73,16.18,647.09,1.89
O0005984,C02879,R0545,,2024-11-16,92.83,1233.68,0.00,413.28,33.16,1326.51,1.56
O0005985,C04040,R0519,,2025-06-15,132.10,2203.33,0.00,469.31,58.39,2335.43,1.23
O0005986,C01122,R0597,,2024-12-02,77.46,5011.39,0.00,1197.72,127.22,5088.85,2.30
O0005987,C02349,R0147,,2024-11-16,47.12,2640.51,0.00,778.95,67.19,2687.63,4.70
O0005988,C01971,R0779,CP043,2025-06-27,93.43,2754.04,826.21,567.33,50.53,2021.26,3.41
O0005989,C03159,R0762,CP026,2024-11-01,93.71,591.38,118.28,184.51,14.17,566.81,4.78
O0005990,C04182,R0953,,2025-09-16,131.68,749.74,0.00,224.17,22.04,881.42,4.17
O0005991,C01556,R0026,,2025-10-25,141.31,213.45,0.00,59.55,8.87,354.76,3.70
O0005992,C08447,R0033,,2025-01-14,128.58,4841.86,0.00,987.74,124.26,4970.44,
O0005993,C01661,R0067,,2025-09-03,35.59,4379.95,0.00,1103.75,110.39,4415.54,2.26
O0005994,C07133,R0162,,2025-01-05,42.81,352.60,0.00,77.92,9.89,395.41,2.68
O0005995,C06788,R0542,,2025-10-15,117.90,2629.36,0.00,836.14,68.68,2747.26,3.80
O0005996,C09248,R0686,,2025-04-01,31.84,3479.19,0.00,984.61,87.78,3511.03,3.61
O0005997,C03349,R0550,,2025-09-17,98.13,3590.95,0.00,1016.24,92.23,3689.08,4.29
O0005998,C00791,R0543,,2025-05-10,80.40,5501.82,0.00,1248.91,139.56,5582.22,3.90
O0005999,C05038,R0082,,2024-12-12,92.83,5532.44,0.00,1333.32,140.63,5625.27,4.38
O0006000,C07388,R0411,,2025-02-12,69.22,1790.73,0.00,479.92,46.50,1859.95,1.22
O0006001,C06053,R0609,,2025-06-19,67.94,649.91,0.00,167.68,17.95,717.85,4.90
O0006002,C02724,R0072,,2025-02-22,59.56,1381.86,0.00,382.78,36.04,1441.42,1.88
O0006003,C07841,R0786,,2025-06-28,125.00,4884.55,0.00,1440.94,125.24,5009.55,2.18
O0006004,C05729,R0294,,2025-09-22,77.81,313.29,0.00,109.65,9.78,391.10,
O0006005,C06858,R0852,,2025-05-24,62.33,2121.81,0.00,617.45,54.60,2184.14,2.53
O0006006,C06202,R0122,,2024-11-28,36.51,665.25,0.00,217.54,17.54,701.76,1.51
O0006007,C02575,R0031,,2025-09-20,67.85,5054.51,0.00,1142.32,128.06,5122.36,1.52
O0006008,C04861,R0251,,2025-06-26,76.56,739.22,0.00,197.37,20.39,815.78,4.80
O0006009,C07438,R0960,,2025-02-19,72.70,2321.44,0.00,701.07,59.85,2394.14,1.64
O0006010,C01415,R0432,,2024-12-24,30.16,1705.22,0.00,503.04,43.38,1735.38,1.75
O0006011,C02182,R0801,CP068,2024-11-26,47.17,2502.42,250.24,688.17,57.48,2299.35,
O0006012,C08267,R0506,,2025-04-29,35.16,2351.62,0.00,776.03,59.67,2386.78,2.14
O0006013,C00093,R0526,,2025-06-24,87.45,851.31,0.00,270.72,23.47,938.76,
O0006014,C08455,R0780,CP031,2025-09-28,84.67,1050.22,210.04,297.21,23.12,924.85,2.99
O0006015,C03800,R0675,CP068,2025-02-09,140.79,1842.55,184.26,630.15,44.98,1799.08,2.15
O0006016,C08341,R0413,,2025-01-01,61.57,599.24,0.00,185.76,16.52,660.81,4.30
O0006017,C06838,R0972,,2025-07-08,132.47,3524.58,0.00,1053.85,91.43,3657.05,2.30
O0006018,C02815,R0957,CP045,2025-08-29,54.12,3902.38,975.60,1283.88,74.52,2980.90,2.39
O0006019,C07521,R0358,CP007,2025-07-30,79.99,5782.68,2891.34,1543.98,74.28,2971.33,
O0006020,C06951,R0006,,2025-05-19,120.28,2094.32,0.00,565.47,55.37,2214.60,4.38
O0006021,C02829,R0189,,2024-12-08,132.95,854.75,0.00,170.95,24.69,987.70,1.12
O0006022,C09966,R0531,CP025,2025-05-12,107.91,2909.12,145.46,797.10,71.79,2871.57,3.98
O0006023,C01354,R0101,,2025-06-24,120.03,2852.96,0.00,693.27,74.32,2972.99,3.43
O0006024,C08573,R0867,,2025-01-26,41.03,1281.52,0.00,448.53,33.06,1322.55,3.13
O0006025,C07409,R0464,,2025-07-26,99.50,1841.84,0.00,499.14,48.53,1941.34,2.45
O0006026,C05976,R0701,,2025-02-19,37.89,678.16,0.00,233.97,17.90,716.05,3.54
O0006027,C00992,R0055,CP030,2024-11-13,46.11,3238.10,647.62,1123.62,65.91,2636.59,4.30
O0006028,C04871,R0360,,2025-04-02,116.94,2182.12,0.00,573.90,57.48,2299.06,2.17
O0006029,C04335,R0874,,2025-09-27,75.22,1075.23,0.00,266.66,28.76,1150.45,3.34
O0006030,C05552,R0183,CP049,2025-03-12,56.00,1896.49,568.95,512.05,34.59,1383.54,3.45
O0006031,C00691,R0355,,2025-07-17,49.88,4605.78,0.00,971.82,116.39,4655.66,2.81
O0006032,C04790,R0577,,2025-01-03,123.46,4109.75,0.00,863.05,105.83,4233.21,4.04
O0006033,C07071,R0815,CP093,2025-07-28,124.41,477.80,0.00,101.29,15.06,602.21,3.90
O0006034,C03283,R0376,CP045,2025-05-03,77.22,2125.44,531.36,456.97,41.78,1671.30,1.23
O0006035,C07549,R0953,,2025-09-11,94.72,5650.13,0.00,1689.39,143.62,5744.85,
O0006036,C01976,R0367,CP042,2025-04-25,118.14,6234.64,1870.39,1471.38,112.06,4482.39,
O0006037,C07752,R0545,,2025-03-20,76.96,546.42,0.00,183.05,15.58,623.38,1.19
O0006038,C09401,R0765,,2025-05-17,48.49,2467.32,0.00,646.44,62.90,2515.81,4.45
O0006039,C05716,R0774,CP058,2025-02-27,99.00,4591.92,688.79,1372.98,100.05,4002.13,1.79
O0006040,C01766,R0791,,2025-02-23,103.27,3818.05,0.00,1088.14,98.03,3921.32,3.97
O0006041,C01254,R0583,CP024,2025-07-12,74.17,5101.23,1275.31,1362.03,97.50,3900.09,4.84
O0006042,C08239,R0684,,2025-08-02,39.29,730.07,0.00,197.12,19.23,769.36,1.93
O0006043,C02664,R0589,CP048,2025-09-13,75.85,2591.78,259.18,780.13,60.21,2408.45,4.10
O0006044,C06359,R0149,,2025-04-05,44.91,1799.49,0.00,392.29,46.11,1844.40,3.25
O0006045,C05539,R0045,,2025-04-12,46.05,1551.35,0.00,440.58,39.94,1597.40,3.75
O0006046,C07366,R0737,,2025-09-10,125.61,1218.85,0.00,364.44,33.61,1344.46,1.89
O0006047,C04560,R0425,,2025-10-28,105.84,1683.74,0.00,515.22,44.74,1789.58,2.15
O0006048,C08724,R0987,CP041,2025-01-31,130.89,3425.64,856.41,890.67,67.50,2700.12,3.09
O0006049,C07820,R0795,,2025-09-05,68.06,5889.23,0.00,1607.76,148.93,5957.29,4.19
O0006050,C06478,R0233,,2025-09-25,131.56,3180.15,0.00,801.40,82.79,3311.71,3.72
O0006051,C05345,R0510,,2025-03-01,49.98,3076.53,0.00,966.03,78.16,3126.51,3.84
O0006052,C00568,R0415,,2025-07-17,44.47,2447.86,0.00,795.55,62.31,2492.33,3.44
O0006053,C05997,R0662,,2025-03-07,147.43,2163.16,0.00,651.11,57.76,2310.59,2.49
O0006054,C05502,R0384,,2025-01-21,72.55,5372.35,0.00,1638.57,136.12,5444.90,4.47
O0006055,C07142,R0537,,2025-02-02,77.42,1314.90,0.00,287.96,34.81,1392.32,2.53
O0006056,C06022,R0165,,2025-04-29,63.14,1915.62,0.00,630.24,49.47,1978.76,1.47
O0006057,C07028,R0842,,2024-12-28,76.96,1064.99,0.00,295.00,28.55,1141.95,1.56
O0006058,C09528,R0517,,2025-08-01,123.34,5431.33,0.00,1792.34,138.87,5554.67,1.64
O0006059,C02727,R0378,CP069,2024-12-31,107.43,1593.92,796.96,360.23,22.61,904.39,1.34
O0006060,C02169,R0609,,2024-11-15,93.44,1780.31,0.00,459.32,46.84,1873.75,4.67
O0006061,C03753,R0395,,2024-12-01,40.51,3859.69,0.00,791.24,97.50,3900.20,4.06
O0006062,C00096,R0891,,2024-11-23,51.14,1889.79,0.00,411.97,48.52,1940.93,4.96
O0006063,C05104,R0623,,2025-06-17,51.97,3694.87,0.00,1016.09,93.67,3746.84,1.10
O0006064,C07002,R0562,,2025-10-06,122.07,1628.52,0.00,377.82,43.76,1750.59,
O0006065,C06995,R0567,,2024-12-16,137.74,3644.96,0.00,838.34,94.57,3782.70,1.78
O0006066,C09993,R0263,,2024-12-28,87.88,1659.18,0.00,466.23,43.68,1747.06,
O0006067,C04727,R0089,CP084,2024-12-12,34.55,4635.68,231.78,1089.38,110.96,4438.45,3.99
O0006068,C04480,R0963,,2025-04-24,149.15,3094.70,0.00,733.44,81.10,3243.85,2.05
O0006069,C04353,R0464,,2024-12-19,99.26,5763.65,0.00,1561.95,146.57,5862.91,1.61
O0006070,C08013,R0233,,2024-12-28,120.42,1940.25,0.00,488.94,51.52,2060.67,4.84
O0006071,C05455,R0426,CP031,2025-08-08,99.79,1400.13,280.03,308.03,30.50,1219.89,4.50
O0006072,C05443,R0122,,2024-11-29,57.61,1201.67,0.00,392.95,31.48,1259.28,4.46
O0006073,C00819,R0791,,2025-02-18,67.54,3370.34,0.00,960.55,85.95,3437.88,3.05
O0006074,C03215,R0627,,2025-08-27,79.99,2252.75,0.00,615.00,58.32,2332.74,4.50
O0006075,C08150,R0839,,2025-03-10,122.65,1831.56,0.00,454.23,48.86,1954.21,3.84
O0006076,C09122,R0248,CP032,2025-07-26,59.68,5098.55,1019.71,1590.75,103.46,4138.52,
O0006077,C01325,R0497,,2025-03-05,70.15,491.99,0.00,162.36,14.05,562.14,
O0006078,C04777,R0158,,2025-06-13,88.75,1204.66,0.00,411.99,32.34,1293.41,1.18
O0006079,C03698,R0503,,2025-02-01,52.33,3358.43,0.00,681.76,85.27,3410.76,1.48
O0006080,C08712,R0889,,2025-08-07,99.54,1156.96,0.00,290.40,31.41,1256.50,3.13
O0006081,C08998,R0978,CP013,2025-05-07,110.46,1869.85,373.97,615.18,40.16,1606.34,2.45
O0006082,C06050,R0372,,2025-04-19,101.90,1354.47,0.00,304.76,36.41,1456.37,4.50
O0006083,C09880,R0372,,2025-04-09,148.74,4321.08,0.00,972.24,111.75,4469.82,2.78
O0006084,C04206,R0779,,2024-12-18,59.04,3554.02,0.00,732.13,90.33,3613.06,1.40
O0006085,C05802,R0327,,2025-10-28,40.20,4251.72,0.00,1254.26,107.30,4291.92,
O0006086,C08996,R0785,,2025-07-09,77.88,2559.32,0.00,842.02,65.93,2637.20,
O0006087,C02285,R0160,,2025-07-18,83.61,2626.83,0.00,559.51,67.76,2710.44,1.00
O0006088,C04360,R0017,CP038,2025-07-19,90.57,4929.41,1232.35,1064.75,94.69,3787.63,2.44
O0006089,C07799,R0073,,2025-06-03,142.00,1914.45,0.00,417.35,51.41,2056.45,1.96
O0006090,C07910,R0946,CP075,2025-08-11,106.93,3443.89,688.78,1167.48,71.55,2862.04,3.35
O0006091,C07961,R0464,,2025-06-17,64.27,2744.88,0.00,743.86,70.23,2809.15,3.76
O0006092,C05243,R0637,,2025-02-26,40.12,5857.55,0.00,1751.41,147.44,5897.67,3.19
O0006093,C04038,R0012,,2025-08-03,94.29,2550.49,0.00,703.94,66.12,2644.78,3.66
O0006094,C04298,R0670,,2025-01-21,81.99,1811.67,0.00,396.76,47.34,1893.66,4.91
O0006095,C08349,R0277,,2025-10-14,52.25,2631.50,0.00,718.40,67.09,2683.75,
O0006096,C08492,R0232,,2025-05-03,37.82,749.33,0.00,248.03,19.68,787.15,1.42
O0006097,C00966,R0112,CP005,2025-07-13,96.89,2207.23,551.81,684.24,43.81,1752.31,1.82
O0006098,C07797,R0696,,2024-11-14,42.57,3868.62,0.00,932.34,97.78,3911.19,
O0006099,C01911,R0343,,2025-03-22,122.95,3552.92,0.00,792.30,91.90,3675.87,3.94
O0006100,C06228,R0776,,2024-12-31,112.37,3279.39,0.00,1065.80,84.79,3391.76,
O0006101,C07646,R0116,,2025-04-01,92.09,4754.88,0.00,1350.39,121.17,4846.97,1.41
O0006102,C07411,R0305,,2025-01-14,121.89,765.82,0.00,159.29,22.19,887.71,3.51
O0006103,C09948,R0082,,2025-03-15,49.02,2772.60,0.00,668.20,70.54,2821.62,2.13
O0006104,C00656,R0218,,2024-11-26,69.09,2259.19,0.00,655.17,58.21,2328.28,3.91
O0006105,C06417,R0047,,2024-11-19,45.51,5967.55,0.00,1963.32,150.33,6013.06,1.05
O0006106,C06487,R0009,,2024-11-13,132.21,969.61,0.00,324.82,27.55,1101.82,
O0006107,C02779,R0303,,2025-09-23,61.99,375.03,0.00,90.38,10.93,437.02,3.33
O0006108,C08444,R0533,,2025-09-28,69.71,3687.10,0.00,1139.31,93.92,3756.81,
O0006109,C09635,R0114,,2025-09-09,59.14,1516.01,0.00,375.97,39.38,1575.15,1.89
O0006110,C07192,R0149,,2025-02-06,78.59,3907.31,0.00,851.79,99.65,3985.90,1.63
O0006111,C05109,R0553,CP079,2025-04-01,111.94,1526.44,381.61,433.51,31.42,1256.77,2.31
O0006112,C09471,R0330,,2025-01-12,58.63,3896.58,0.00,1266.39,98.88,3955.21,3.55
O0006113,C08300,R0138,,2025-09-12,113.68,1821.14,0.00,406.11,48.37,1934.82,4.97
O0006114,C03410,R0194,,2025-05-13,89.40,3549.37,0.00,1107.40,90.97,3638.77,
O0006115,C05647,R0716,,2025-04-30,138.15,3766.84,0.00,964.31,97.62,3904.99,3.56
O0006116,C00399,R0032,,2025-07-14,114.79,2291.54,0.00,462.89,60.16,2406.33,
O0006117,C03314,R0502,CP072,2025-04-04,55.45,3004.86,1502.43,790.28,38.95,1557.88,4.19
O0006118,C02470,R0042,CP015,2025-09-01,60.15,1832.70,274.90,617.62,40.45,1617.95,2.08
O0006119,C05011,R0825,,2025-08-03,72.57,5788.81,0.00,1881.36,146.53,5861.38,1.95
O0006120,C09265,R0655,,2025-10-01,54.23,2899.65,0.00,664.02,73.85,2953.88,2.81
O0006121,C03179,R0164,,2025-03-06,75.78,3929.23,0.00,1025.53,100.13,4005.01,3.93
O0006122,C08921,R0465,,2025-04-24,104.18,895.44,0.00,187.15,24.99,999.62,1.44
O0006123,C00517,R0790,,2024-12-22,136.74,4140.44,0.00,989.57,106.93,4277.18,4.80
O0006124,C06111,R0331,,2025-09-13,116.46,4539.37,0.00,962.35,116.40,4655.83,1.32
